rounds,test_accuracy,test_loss,train_accuracy,train_loss
0,8.6,2.30501694191759,,
1,37.65,1.9526976289840552,,
2,48.45,1.465785947089759,,
3,52.77,1.327836106379573,,
4,56.52,1.2270932075695489,,
5,60.32,1.1395807237670825,,
6,63.0,1.0664582616224076,,
7,64.7,1.0214167123023694,,
8,66.62,0.9621470243024369,,
9,67.92,0.9229939915120792,,
10,69.15,0.8985129551003916,,
11,70.29,0.8698285144929307,,
12,71.05,0.8434547248739785,,
13,71.67,0.8321196420695454,,
14,72.3,0.809876186874347,,
15,73.0,0.7936826603481183,,
16,73.45,0.7799339213500769,,
17,73.68,0.7654448178248664,,
18,74.16,0.7572116258616646,,
19,74.49,0.74988615627106,,
20,75.02,0.7378513049393797,,
