rounds,test_accuracy,test_loss,train_accuracy,train_loss
0,8.6,2.30501694191759,,
1,31.89,2.0406841412900736,,
2,42.66,1.654705315352248,,
3,46.13,1.5053591949109453,,
4,48.89,1.4305219120872668,,
5,51.63,1.3577260241721765,,
6,53.41,1.3077202509767332,,
7,55.61,1.2571839120822212,,
8,57.56,1.2049013463833842,,
9,58.95,1.1626185449167563,,
10,60.69,1.1223061452277552,,
11,61.93,1.087136031911015,,
12,63.16,1.058041211705619,,
13,64.05,1.021668577346558,,
14,65.22,0.993301880816682,,
15,66.29,0.9736254978865481,,
16,67.1,0.9493977442717019,,
17,67.64,0.9288158997560081,,
18,68.23,0.9181067682683658,,
19,69.06,0.8953875874558958,,
20,69.16,0.8864123470867022,,
