rounds,test_accuracy,test_loss,train_accuracy,train_loss
0,10.33,2.303586406829639,,
1,39.37,2.0376977025510405,,
2,46.34,1.5890140586767714,,
3,50.92,1.4027297713886053,,
4,54.32,1.2842459575817609,,
5,57.61,1.2042859895541644,,
6,59.98,1.138613568898588,,
7,61.82,1.086808469158392,,
8,63.56,1.039948028878282,,
9,64.74,1.009154436496881,,
10,66.02,0.976726515795857,,
11,66.79,0.9587368586192877,,
12,67.75,0.9320789183290622,,
13,68.82,0.9099552559966858,,
14,68.91,0.8964232452951681,,
15,69.62,0.8883963642409816,,
16,69.78,0.8755902214743458,,
17,70.27,0.8638494205170165,,
18,70.91,0.8509583663635741,,
19,71.2,0.8427395919641367,,
20,71.77,0.8303062217875411,,
21,72.2,0.8174212222662978,,
22,72.13,0.8181851224396557,,
23,72.38,0.8106209882341635,,
24,72.94,0.7964835260241938,,
25,73.03,0.794460097060036,,
26,73.41,0.7817173446900547,,
27,73.27,0.7834103831087058,,
28,73.64,0.7774669868877521,,
29,73.62,0.7741524241031549,,
30,73.79,0.7667931924803189,,
31,73.82,0.7640888550982308,,
32,74.09,0.7581729157664143,,
33,74.4,0.7522175623395573,,
34,74.65,0.745897386306391,,
35,74.45,0.7521464276237609,,
36,74.69,0.7417965504688958,,
37,74.85,0.7396017511050922,,
38,75.14,0.7376569606625615,,
39,75.18,0.7297714222163058,,
40,75.21,0.7324682568399289,,
41,75.4,0.727076923313994,,
42,75.22,0.7298354763573351,,
43,75.53,0.7234358998914115,,
44,75.34,0.7211726184089344,,
45,75.42,0.7173420872551184,,
46,76.13,0.7083998879495139,,
47,75.89,0.71394592714005,,
48,75.99,0.7199081058700245,,
49,76.16,0.715784590274762,,
50,75.98,0.7109704800307179,,
