rounds,test_accuracy,test_loss,train_accuracy,train_loss
0,11.67,2.3099594596094977,,
1,17.03,2.2845972589791392,,
2,38.55,2.0844219919210807,,
3,45.58,1.8524592714949537,,
4,48.93,1.70630667384821,,
5,53.02,1.572365710910517,,
6,55.66,1.5106786417123228,,
7,56.94,1.4632857836092623,,
8,58.46,1.4060257037226764,,
9,59.51,1.3636604200917692,,
10,60.44,1.326161467610076,,
11,60.92,1.3153748043809836,,
12,61.77,1.2770904424472358,,
13,61.76,1.2567091323316288,,
14,62.15,1.250468745399207,,
15,62.82,1.220939893311205,,
16,63.24,1.2023605353916034,,
17,63.77,1.1910815844520592,,
18,64.34,1.1667355432297095,,
19,64.37,1.160183490084383,,
20,64.12,1.1585125946008359,,
21,65.04,1.1400793309028918,,
22,65.04,1.1328976693244788,,
23,65.67,1.109852592213847,,
24,66.19,1.0959067001891212,,
25,66.31,1.0781067476485864,,
26,66.28,1.075245864094256,,
27,66.41,1.0626437860175062,,
28,65.99,1.0692658799524886,,
29,66.44,1.0692130807108773,,
30,66.26,1.062969742110743,,
31,66.69,1.0453929373631463,,
32,66.72,1.043596876695895,,
33,66.93,1.0281769589494212,,
34,66.97,1.0319540782477528,,
35,67.07,1.0370659035996508,,
36,66.77,1.027022135333893,,
37,67.26,1.0231783414801088,,
38,67.68,1.011352873267457,,
39,67.43,1.0096291113204467,,
40,67.72,1.0102672609277428,,
41,67.9,0.9994655495253615,,
42,67.73,1.0050170695819793,,
43,67.31,1.0075640657458442,,
44,67.62,0.9944584367755122,,
45,67.46,0.9909592672658805,,
46,67.92,0.9876842388329795,,
47,68.01,0.9842874537260768,,
48,68.01,0.9790898492922798,,
49,68.27,0.9890535058685765,,
50,68.33,0.975088366685203,,
