rounds,test_accuracy,test_loss,train_accuracy,train_loss
0,7.11,2.3168133523898384,,
1,27.17,2.205587587417505,,
2,47.6,1.7400953975348428,,
3,50.41,1.5114890820683,,
4,53.85,1.407020259589052,,
5,56.37,1.3206387541164606,,
6,59.3,1.2639654524410113,,
7,60.98,1.207996965597232,,
8,62.35,1.1630787462853014,,
9,63.75,1.1278768859732264,,
10,64.63,1.0959574808708776,,
11,65.54,1.069946144335567,,
12,65.53,1.050313007336455,,
13,66.54,1.0370252856050437,,
14,66.57,1.0274902382216895,,
15,67.22,1.0139657573197216,,
16,67.79,0.9933039919256021,,
17,68.04,0.9775411608500983,,
18,68.4,0.9611617888505466,,
19,68.66,0.9555536754215106,,
20,68.82,0.9435803741692735,,
21,69.23,0.9378284194979805,,
22,69.42,0.9406065702819215,,
23,69.56,0.9255053709490231,,
24,69.86,0.9029077062972437,,
25,70.44,0.9035928729243172,,
26,70.49,0.8955628746233809,,
27,71.12,0.8884539598474106,,
28,71.01,0.8844117139475033,,
29,70.91,0.8865931470173235,,
30,71.27,0.8737103114493738,,
31,71.48,0.8753952614415568,,
32,71.76,0.864806027648548,,
33,71.63,0.8586314869003174,,
34,72.16,0.8507157912650428,,
35,72.07,0.8497029697171415,,
36,72.19,0.8536568676320889,,
37,72.11,0.8527158755844775,,
38,72.2,0.8462809189059102,,
39,72.23,0.8363856313327631,,
40,72.48,0.8329051859653034,,
41,72.36,0.8364861414264947,,
42,72.63,0.8252807901309321,,
43,72.66,0.8240587504717488,,
44,73.06,0.8192235806498664,,
45,73.15,0.8160008628147478,,
46,73.23,0.8187213550550869,,
47,73.11,0.8149001329851607,,
48,72.77,0.8235711582933372,,
49,73.03,0.8118207016691994,,
50,73.43,0.8064816317047936,,
